Name,Cluster
Choo Lenge Akash,1
Chopsticks,0
Chor Aur Chand,1
Chor Bazaari,3
Chor Bazar,1
Chor Chor Super Chor,1
Chor Machaaye Shor,1
Chor Machaye Shor,1
Chor Pe Mor,1
Chor Sipahee,1
Chori Chori,1
Chori Chori,1
Chori Chori,1
Chori Chori Chupke Chupke,1
Chori Mera Kaam,1
Chorni,0
Choron Ki Baaraat,1
Chorus,1
Chota Jadugar,1
Chote Nawab,1
Chousar Firangi,0
Chowkidar,1
Chudail,1
Chudail Story,1
Chup Chup Ke,1
Chupke Chupke,1
Chupke Se,1
Chura Liyaa Hai Tumne,1
Cinderella,1
City Lights,1
City of Gold - Mumbai 1982: Ek Ankahee Kahani,1
Class of '83,1
Clerk,1
Click,1
Club 60,1
Club Dancer,1
Cocktail,1
Coffee Bloom,1
Colours of Passion,1
Come December,1
Comedy Couple,1
Commando,1
Commando,1
Commando 2,1
Commando 3,1
Company,1
Compulsed,1
Congregation,1
Consequence Karma,1
Contract,1
Cookie,1
Cooking with Stella,0
Coolie,1
Coolie No. 1,1
Coolie No. 1,1
Coolie No. 1,1
Corporate,1
Courage,1
Court,1
Court Martial,1
Cover Story,1
Crazy Mad Lover,1
Crd,1
Creature,1
Criminal,1
Crook: It's Good to Be Bad,1
Cryptic Road,1
Current,1
Cycle Kick,1
Cypher,1
D,1
D Company,1
Daadagiri,1
Daadi Maa,1
Daaera,1
Daag,1
Daag: A Poem of Love,1
Daag: The Fire,1
Daal Me Kala,0
Daal Mein Kuch Kaala Hai,3
Daas,1
Daas Dev,1
Daava,1
Daawat-e-Biryani,1
Daawat-e-Ishq,1
Daayen Ya Baayen,1
Dabangg,1
Dabangg 2,1
Dabangg 3,1
Dacait,1
Dada,1
Dada,1
Dadar Kirti,0
Daddy,1
Daddy Cool: Join the Fun,0
Daddy's Daughter,1
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1
Dagadi Chaawl,1
Dahan,1
Dahej,1
Dahek: A Burning Passion,1
Dahleez,1
Daku Aur Mahatma,1
Daku Ganga Jamuna,1
Daku Kali Bhawani,1
Daku Ramkali,1
Dalaal,1
Dam999,1
Damaad,3
Damadamm!,1
Damini,1
Damul,1
Dance Dance,1
Dance of the Wind,1
Dance Party,1
Dancer,1
Dand Nayak,1
Dangal,1
Dangerous Ishq,1
Dank,1
Dansh,1
Dansh,1
Daraar,1
Darbaan,1
Darbar,1
Dard Ka Rishta,1
Darinda,1
Dariya Dil,1
Darklight,1
Darkness Visible,1
Darling,1
Darmiyaan: In Between,1
Darna Mana Hai,1
Darna Zaroori Hai,1
Darogaji,1
Darpan,1
Darr,1
Darr @ the Mall,1
Darwaza,1
Darwaza,1
Darwaza Bandh Rakho,1
Dashavatar,1
Dassehra,1
Dastaan,1
Dastak,1
Dastak,1
Dastan,2
Dasvidaniya,0
Dattak,1
Daud: Fun on the Run,1
Daulat,1
Daulat Ki Jung,1
David,1
Dayar E Madina,1
Dayavan,1
Days and Nights on Earth,1
Days of Tafree,3
D-Day,1
De Dana Dan,1
De De Pyaar De,1
De Taali,1
Dead Morning,1
Deadline: Sirf 24 Ghante,1
Dear Dad,1
Dear Maya,1
Dear Molly,1
Dear Vs Bear,1
Dear Zindagi,1
Debshishu,1
Dedh Ishqiya,1
Deedar,1
Deedar,1
Deewaanapan,1
Deewaangee,1
Deewaar,1
Deewana,1
Deewana Main Deewana,1
Deewana Mastana,1
Deewana Mujh Sa Nahin,1
Deewana Tere Naam Ka,1
Deewane,1
Deewane Huye Paagal,1
Deewangee,1
Deha,1
Dekh Bhai Dekh: Laughter Behind Darkness,1
Dekh Kabira Roya,1
Dekh Tamasha Dekh,3
Dekha Pyar Tumhara,0
Delhi 47 KM,1
Delhi Belly,1
Delhi in a Day,0
Delhi Safari,1
Delhi-6,1
Delinquent Dancers,1
Department,1
Desamuduru,1
Desh,1
Desh Drohee,1
Desh Drohi,1
Desh Premee,1
Deshwasi,1
Desi Boyz,0
Desi Kattey,1
Detective,1
Detective Byomkesh Bakshy!,1
Detective Naani,1
Dev,1
Dev.D,1
Devaki,1
Devar,1
Devata,1
Devdas,1
Devdas,1
Devdas,1
Devi Ahilya Bai,1
Devi Aur Hero,1
Devi Putrudu,1
Devil (Maupassant's Le Diable),1
Devil's Daughter,1
Devta,1
Devta,1
Dhaad,1
Dhaai Akshar Prem Ke,1
Dhaal: The Battle of Law Against Law,1
Dhadak,1
Dhadkan,1
Dhadkanein,1
Dhamaal,1
Dhamkee,1
Dhan Daulat,1
Dhan Dhana Dhan Goal,1
Dhanwaan,1
Dhanwan,1
Dhara,1
Dhara 302,1
Dharam Karam,1
Dharam Sankat,1
Dharam Sankat Mein,3
Dharam Veer,1
Dharavi,1
Dharm Adhikari,1
Dharma Karma,1
Dharmatma,1
Dharmputra,1
Dharti,1
Dharti Ke Lal,1
Dhh,1
Dhill,1
Dhira,1
Dhobi Ghat,1
Dhokha,1
Dhol,1
Dholak,1
Dhongee,1
Dhool Ka Phool,1
Dhoom,1
Dhoom 2,1
Dhoom 3,1
Dhoom Dadakka,1
Dhoondte Reh Jaoge,0
Dhoop,1
Dhoti Lota Aur Chowpatty,3
Dhruvanakshatram,1
Dhuan,1
Dhumm,1
Dhund,1
Dhund: The Fog,1
Dhuusar,1
Dial 100,1
Diamond Queen,1
Diary of a Butterfly,1
Didi,1
Diksha,1
Dil,1
Dil Aashna Hai (...The Heart Knows),1
Dil Aur Deewaar,1
Dil Aur Mohabbat,1
Dil Bechara,1
Dil Bole Hadippa!,1
Dil Chahta Hai,1
Dil Deke Dekho,1
Dil Dhadakne Do,1
Dil Diwana,1
Dil Diya Dard Liya,1
Dil Diya Hai,1
Dil Dosti Etc,1
Dil Ek Mandir,1
Dil Hai Betaab,1
Dil Hai Ki Manta Nahin,1
Dil Hai Tumhaara,1
Dil Hi To Hai,1
Dil Hi To Hai,1
Dil Jo Bhi Kahey...,1
Dil Jo Na Keh Saka,1
Dil Juunglee,1
Dil Ka Kya Kasoor,1
Dil Ka Rishta,1
Dil Ka Sauda,1
Dil Kabaddi,0
Dil Ke Pechey Pechey',1
Dil Ki Baazi,1
Dil Kya Kare,1
Dil Maange More!!!,1
Dil Ne Jise Apna Kaha,1
Dil Ne Pukara,1
Dil Pardesi Ho Gayaa,1
Dil Pe Mat Le Yaar!!,1
Dil Sala Sanki,1
Dil Se..,1
Dil Tera Aashiq,1
Dil Tera Diwana,1
Dil Tera Diwana,1
Dil to Pagal Hai,1
Dil Toh Baccha Hai Ji,1
Dil Toh Deewana Hai,1
Dil Tujhko Diya,1
Dil Vil Pyar Vyar,1
Dil... Akhir Dil Hai,1
Dilbar,1
Dildaar,1
Dil-E-Nadan,1
Diljalaa,1
Diljale,1
Dil-Ki-Rani (Sweet-Heart),1
Dillagi,1
Dillagi,1
Dilliwaali Zaalim Girlfriend,0
Dilruba,1
Dilwaala,1
Dilwale,1
Dilwale,1
Dilwale Dulhania Le Jayenge,1
Dilwale Dulhaniya Le Jayenge,1
Direct Ishq,1
Dirty Politics,1
Disco Dancer,1
Disha,1
Dishkiyaoon,1
Dishoom,1
Divorce,1
Divya Shakti,1
Diwana,1
Do Anjaane,1
Do Ankhen Barah Haath,1
Do Aur Do Paanch,1
Do Bhai,1
Do Bigha Zamin,1
Do Boond Pani,1
Do Chehre,1
Do Dishayen,1
Do Dooni Chaar,0
Do Dooni Char,0
Do Gaz Zameen Ke Neeche,1
Do Jasoos,1
Do Kaliyaan,1
Do Knot Disturb,0
Do Lafzon Ki Kahani,1
Do Musafir,2
Do Nambar Ke Amir,1
Do Numbri,1
Do Phool,1
Do Phool,1
Do Premee,1
Do Qaidi,1
Do Raaste,1
Do Raha,1
Do Sholay,1
Do Ustad,1
Do Waqt Ki Roti,1
DOA: Death of Amar,1
Dobaara: See Your Evil,1
Dobara,1
Doctor,1
Doli,1
Doli Saja Ke Rakhna,1
Dolly Ki Doli,1
Dolly Kitty and Those Twinkling Stars,0
Dombivli Return,1
Don,1
Don,1
Don 2,1
Don Muthu Swami,0
Dongri Ka Raja,1
Doodh Aur Apheem,1
Doodh Ka Karz,1
Door Bell,1
Door Gagan Ki Chhaon Men,1
Door Ka Raahi,1
Door Ki Awaaz,1
Doordarshan,0
Doosara Aadmi,2
Doosri Dulhan,1
Dor,1
Dosh,1
Dost,1
Dost,1
Dosti,1
Dosti Dushmani,1
Dosti Ke Side Effects,1
Dosti: Friends Forever,1
Double Cross: Ek Dhoka,3
Double Dhamaal,1
Downup the Exit 796,1
Dozakh in Search of Heaven,1
Dr. Cabbie,3
Dr. Kotnis Ki Amar Kahani,1
Dracula,1
Dracula 2012,1
Draupadi,1
Dreadlocks Story,1
Dream Girl,1
Dreams... Do Come True,1
Dreamz: The Movie,1
Drishti,1
Drishyam,1
Drive,1
Droh Kaal,1
Drohi,1
Dudes in the 10th Century,3
Duet,1
Dulaara,1
Dulari,1
Dulha Dulhan,1
Dulha Mil Gaya,1
Dulhan Chahi Pakistan Se,1
Dulhan Ek Raat Ki,1
Dulhan Hum Le Jayenge,1
Dulhan Wahi Jo Piya Man Bhaaye,1
Dulhe Raja,3
Dum,1
Dum Laga Ke Haisha,1
Dum Maaro Dum,1
Duniya,1
Duniya Meri Jeb Mein,1
Duniya Na Mane,1
Dunno Y 2... Life Is a Moment,1
Dunno Y Na Jaane Kyun...,1
Duplicate,1
Duplicate Sholay,3
Durdesh,1
Durga,1
Durgamati: The Myth,1
Dus Kahaniyaan,1
Dus Lakh,1
Dus Numbri,1
Dus Tola,0
Dushman,1
Dushman,1
Dushman,1
Dushman Duniya Ka,1
Dushman Zamana,1
Dushmani: A Violent Love Story,1
Dushmun,1
Duvidha,1
Dvandva,1
Earth,1
Ebn-e-Batuta,1
Edegarike,1
Eduruleni Manishi,0
Eeb Allay Ooo!,0
Eena Meena Deeka,1
Eeshwar,1
Ehsaas: The Feeling,1
Eiga Doraemon: Nobita no getsumen tansaki,1
Eight Days,0
Ek Aasha,1
Ek Adhuri Kahani,1
Ek Ajnabee,1
Ek Ajooba,1
Ek Alag Mausam,1
Ek Aur Ek Gyarah,1
Ek Aur Sikander,1
Ek Baap Chhe Bete,0
Ek Baar Chale Aao,1
Ek Baar Kaho,2
Ek Baar Phir (Once Again),1
Ek Battey Do,1
Ek Bechara,1
Ek Chadar Maili Si,1
Ek Chalis Ki Last Local,1
Ek Chhotisi Love Story,1
Ek Chitthi Pyar Bhari,1
Ek Daku Saher Mein,1
Ek Dil Sau Afsane,1
Ek Din 24 Ghante,1
Ek Din Achanak,1
Ek Doctor Ki Maut,1
Ek Duuje Ke Liye,1
Ek Gaon Ki Kahani,1
Ek Ghar,1
Ek Haseena Thi Ek Deewana Tha,1
Ek Hasina Do Diwane,1
Ek Hasina Thi,1
Ek Hi Bhool,2
Ek Hi Raasta,1
Ek Hota Vidushak,0
Ek Jaan Hain Hum,1
Ek Kali Muskai,2
Ek Khiladi Ek Haseena,1
Ek Krantiveer: Vasudev Balwant Phadke,1
Ek Ladka Ek Ladki,1
Ek Ladki Ko Dekha Toh Aisa Laga,1
Ek Main Aur Ek Tu,1
Ek Main Aur Ekk Tu,1
Ek Nanhi Munni Ladki Thi,1
Ek Number Ka Chor,1
Ek Paheli,1
Ek Paheli Leela,1
Ek Pal,1
Ek Phool Char Kante,1
Ek Phool Do Mali,1
Ek Raat,1
Ek Raaz,3
Ek Saal,2
Ek Sainik - The Tale of a warrior,1
Ek Sapera Ek Lutera,1
Ek Se Badhkar Ek,1
Ek Se Badhkar Ek,1
Ek Se Bure Do,1
Ek Shriman Ek Shrimati,1
Ek Sthree,1
Ek tha Bhujang,1
Ek Tha Hero,1
Ek Tha Raja,1
Ek Tha Tiger,1
Ek Thi Daayan,1
Ek Thi Larki,1
Ek Tho Chance,1
Ek Vivaah... Aisa Bhi,1
Ek: The Power of One,1
Ek-Hi-Rasta,1
Ekk Deewana Tha,1
Ekkees Tareekh Shubh Muhurat,1
Ekkees Toppon Ki Salaami,3
Eklavya: The Royal Guard,1
Ekram,1
Ekta,1
Elaan,1
Elaan,1
Elaan,1
Elan,1
EMI: Liya Hai To Chukana Padega,1
Enakkul Oruvan,1
Encounter Dayanayak,1
Encounter: The Killing,1
English ki taay taay fisss,1
English Vinglish,1
Escape from Taliban,1
Evadithe Nakenti,1
Evening Shadows,1
Everybody Says I'm Fine!,1
Evil Eye,1
Extraordinaari,1
F.A.L.T.U,0
Faasle,1
Facebook Wala Pyar,1
Faith Connections,1
Fakira,1
Falak (The Sky),1
Falsafa,1
Family of Thakurganj,1
Family: Ties of Blood,1
Famous Pandey,1
Fan,1
Fanaa,1
Faraar,1
Faraar,1
Faraib,1
Fareb,1
Fareb,1
Farishta Ya Qatil,1
Farz,1
Farz Ki Jung,1
Fashion,1
Fashion,1
Fast Forward,1
Fastey Fasaatey,1
Fate,1
Fate,1
Fatso!,1
Fauji Calling,1
Faulad,1
Feast of Varanasi,1
Ferrari Ki Sawaari,1
'Ferry',1
Fever,1
Fida,1
Fiffty Fiffty,1
Fight Club: Members Only,1
Filhaal...,1
Film Hi Film,1
Film Star,1
Filmistaan,3
Filter Coffee Liquor Cha,1
Finding Fanny,1
Firaaq,1
Firangi,0
Fire,1
Fire in the Blood,1
Fire in the Mountains,1
Fired,1
Fireflies,1
Fireflies in the Abyss,1
First Love Letter,1
First Rank,1
Fitoor,1
Fiza,1
Flame: An Untold Love Story,1
Flat 211,1
Flight,1
Flying Colors,1
Flying Lessons,1
Fool N Final,1
Foot Path,1
Footfairy,1
Footpath,1
Force,1
Force 2,1
Foto,3
Four Faces of India,1
Four Pillars of Basement,1
Four Two Ka One,3
Fox,1
Fraud Saiyaan,0
Freaky Ali,1
Fredrick,1
Friends In Law,3
Friendship,1
Friendship,1
Frozen,1
Fruit & Nut,1
FryDay,0
Fuddu,0
Fugly,1
Fukrey,1
Fukrey Boyzzz: Space Mein Fukrapanti,1
Fukrey Returns,3
Full Moon,1
Fun: Can Be Dangerous Sometimes,1
Future to Bright Hai Ji,1
G Kutta Se,1
Gaai Aur Gori,1
Gaban,1
Gabbar is Back,1
Gabbar Singh,1
Gadar: Ek Prem Katha,1
Gaddaar,1
Gafla,1
Gair,1
Gair Kaanooni,1
Gaja Gamini,1
Gajendra,1
Gali Gali Chor Hai,1
"Gallit Gondhal, Dillit Mujra",3
Gaman,1
Gambeeram,1
Gambler,1
Gambler,1
Game,1
Game,1
Game,1
Game of Ayodhya,1
Game Over,1
Game Paisa Ladki,1
Gandhi,1
Gandhi to Hitler,1
"Gandhi, My Father",1
Gandhigiri,1
Gandhiji My Mentor,1
Gandhinagar 2nd Street,1
Gang,1
Gang of Ghosts,1
Gang of Littles,1
Ganga,1
Ganga Aur Suraj,1
Ganga Ki Saugand,1
Ganga Meri Maa,1
Gangaa Jamunaa Saraswathi,1
Gangaajal,1
Gangoobai,1
Gangs of Wasseypur,1
Gangster,1
Gangvaa,1
Gaon,1
Gaon Hamara Shaher Tumhara,2
Garam,1
Garam Coat,1
Garam Masala,1
Garam Masala,3
Garbage,1
Gardish,1
Garm Hava,1
Gattu,1
Gauraiya,1
Gauri,1
Gauri: The Unborn,1
Gauru: Journey of Courage,1
Gautam Govinda,1
Gautam Govinda,1
Gawaahi,1
Gayab,1
Geet,1
Geet Gaata Chal,1
Geetanjali,1
Gehrayee,1
Gehri Chaal,1
Gemini,1
Genesis,1
Genius,1
Gentleman,1
Geraftaar,1
Ghajini,1
Ghanchakkar,1
Ghar,1
Ghar Basake Dekho,0
Ghar Bazar,1
Ghar Dwaar,1
Ghar Ek Mandir,1
Ghar Ghar Ki Kahani,0
Ghar Ghar Ki Kahani,1
Ghar Grihasti,1
Ghar Ho To Aisa,1
Ghar Jamai,1
Ghar Ka Chiraag,1
Ghar Ka Chirag,1
Ghar Ka Sukh,1
Ghar Ki Izzat,1
Ghar Mein Ram Gali Mein Shyam,1
Gharana,1
Gharaonda,1
Gharwali Baharwali,3
Ghashiram Kotwal,1
Ghatak: Lethal,1
Ghatothkach,1
Ghayal,1
Ghayal Once Again,1
Ghazab,1
Ghazab Tamasha,1
Gho Gho Rani,1
Ghoomketu,3
Ghoonghat,1
Ghost,1
Ghost,1
Ghost Stories,1
Ghulam,1
Ghulam Begam Badshah,1
Ghulam Begum Badshah,1
Ghulam-E-Musthafa,1
Ghulami,1
Ghungroo Ki Awaaz,1
Ghutan,1
Giddh: The Vulture,1
Ginny Weds Sunny,1
Gippi,0
Girlfriend,1
Glamour Girl,1
Global Baba,1
Go,1
Go Goa Gone,1
Goa Dalli CID 999,1
God of gods,1
God Tussi Great Ho,1
Godaan,1
Godam,1
Godmother,1
GOLD,1
Golden Eyes Secret Agent 077,1
Golimar,1
Golmaal 3,1
Golmaal Again,1
Golmaal Returns,1
Golmaal: Fun Unlimited,1
Gone Kesh,0
"Good Boy, Bad Boy",1
Good Newwz,3
Gooli,1
Goonj,1
Goonj Uthi Shehnai,1
Goopi Gawaiya Bagha Bajaiya,1
Gopal Krishna,1
Gopi,1
Gopi Kishan,1
Gopichand Jasoos,1
Gopinath,1
Gora Aur Kala,1
Gori Tere Pyaar Mein!,1
Gour Hari Dastaan: The Freedom File,1
Govindha Govindha,1
GRADE,1
Grahan,1
Grahasti,1
Grand Masti,1
Great Grand Masti,1
Greater Elephant,3
Griha Pravesh,1
Guddi,1
Guddu,1
Guddu Ki Gun,3
Guddu Rangeela,0
Gudgudee,1
Gudia,1
Guest iin London,3
Guide,1
Guilty,1
Gul Makai,1
Gulaab Gang,1
Gulaal,1
Gulabi Gang,1
Gulabo Sitabo,0
Gully Boy,1
Gumnaam,1
Gumnaam: The Mystery,1
Gumnaami,1
Gumrah,1
Gumrah,1
Gunaah,1
Gunaah,1
Gunah Aur Kanoon,1
Gunahon Ka Devta,1
Gunahon Ka Devta,1
Gunahon Ka Faisla,1
Gunda,1
Gunda,1
Gundaraj,1
Gunday,1
Gunehgar,1
Gunga Jumna,1
Gunjan Saxena: The Kargil Girl,1
Guns of Banaras,1
Gunwali Dulhaniya,1
Gupt: The Hidden Truth,1
Gurgaon,1
Guru,1
Guru,1
Guru,1
Guru,1
Guru Sishyan,1
Guru Sishyan,1
Guru Suleman Chela Pahelwan,1
Gurudev,1
Gustakhi Maaf,3
Guy in the blue,1
Guzaarish,1
Gyara Hazar Ladkian,1
Haal-e-Dil,1
Haan Maine Bhi Pyaar Kiya,1
Haasil,1
Haat - The Weekly Bazaar,1
Haath Ki Safai,1
Haathi Ka Anda,1
Haathi Mere Saathi,1
Haathkadi,1
Haathkadi,1
Haathon Ki Lakeeren,1
Haatim Tai,1
Hacked,1
Hadh Kar Di Aapne,1
Hafta Vasuli,1
Haggada Kone: End of the Rope,1
Hai Apna Dil Toh Awara,3
Hai Golmaal in White House,3
Haider,1
Hair is Falling: A Serious Comedy Film,0
Haisiyat,1
Haiwan,1
Halahal,1
Halaku,1
Half Girlfriend,1
Half Songs,1
Half Ticket,1
Halkaa,1
Halla Bol,1
Halo,1
Ham Sab Chor Hain,3
Hamaara Sansaar,1
Hamara Dil Aapke Paas Hai,1
"Hamara Shahar - Bombay, Our City",1
Hamara Tiranga,1
Hamari Adhuri Kahani,1
Hameshaa,1
Hamid,1
Hamraaz,1
Hamrahi,1
Hamrahi,1
Hanan,1
Hanky Panky,1
Hansa,1
Hansa: Ek Sanyog,1
Hanste Khelte,1
Hanuman,1
Hanuman Da Damdaar,1
Hanuman Vijay,1
Happi,0
Happy Bhaag Jayegi,1
Happy Ending,1
Happy Hardy and Heer,1
Happy Husbands,0
Happy New Year,1
Happy Phirr Bhag Jayegi,3
Haqeeqat,1
Haqeeqat,1
Haqeeqat,1
Haque,1
Har Dil Jo Pyar Karega...,1
Har Har Gange,1
Har Har Mahadev,1
Har Kisse Ke Hisse: Kaamyaab,1
Haraamkhor,1
Harami,1
Hare Kanch Ki Chooriyan,2
Har� Rama Har� Krishna,1
Harfan Maulaa,1
Hari Darshan,1
Hari Om,1
Hari Puttar: A Comedy of Terrors,1
Hari-Bhari,1
Hariyali Aur Rasta,1
Hasee Toh Phasee,1
Haseena,3
Haseena Maan Jaayegi,1
Haseena Maan Jayegi,1
Haseenon Ka Devata,1
Hasti,1
Hate Story,1
Hate Story 2,1
Hate Story 3,1
Hate Story IV,1
Hatey Bazarey,1
Hathyar,1
Hathyar: Face to Face with Reality,1
Hattrick,1
Hatya,1
Hatya: The Murder,1
Hatyara,1
Hatyarin,1
Haunted - 3D,1
Haunted Hills,1
Hava Aney Dey,1
Hawa,1
Hawaa Hawaai,1
Hawaizaada,1
Hawas,1
Hawayein,1
Haye Mera Dil,1
Hazaar Chaurasi Ki Maa,1
Hazaaron Khwaishein Aisi,1
Heartless,2
Heer Raanjha,1
Heer Ranjha,1
Heera Lal Panna Lal,1
Heeron Ka Chor,1
Helicopter Eela,1
Hello,1
Hello Brother,1
Hello Charlie,3
Hello Darling,0
Hello Hum Lallann Bol Rahe Hain,0
Hello Mumbai: Salaam Mumbai,1
Hello Zindagi,1
Help,1
Henna,1
Hera Pheri,1
Hera Pheri,1
Hercules,1
Hero,1
Hero,1
Hero Hindustani,1
Hero Hiralal,1
Hero No. 1,1
Heroes,1
Heroine,1
Heropanti,1
Hey Bro,1
Hey Ram,1
Hey Ram Hamne Gandhi Ko maar Diya,1
Heyy Babyy,0
Hichki,0
Hide & Seek,1
Hifazat,1
High Jack,3
Highway,1
Hijack,1
Himalay Ki Godmein,1
Himmat,1
Himmat,1
Himmat Aur Mehanat,1
Himmatvar,1
Himmatwala,1
Himmatwala,1
Himmatwala,1
Hind Ka Napak Ko Jawab,1
Hindi Medium,0
Hindustan Ki Kasam,1
Hindustani Sipahi,1
Hira Aur Patthar,1
Hiraasat,1
Hisss,1
Hitler,1
Ho Sakta Hai!,1
Hogaya Dimaagh Ka Dahi,0
Hogi Pyaar Ki Jeet,1
Holi,0
Holi Ayee Re,1
Holiday: A Soldier is Never Off Duty,1
Hollywood,1
Home Delivery: Aapko... Ghar Tak,1
Home Stories,3
Honeymoon,1
Honeymoon,0
Honeymoon Travels Pvt. Ltd.,1
Hope Aur Hum,1
Horror Night,1
Horror Story,1
Hoshiyar,1
Hostel,1
Hota Hai Dil Pyaar Mein Paagal,1
Hote Hote Pyar Hogaya,1
Hotel,1
Hotel Beautifool,3
Hotel Milan,0
Hotel Mumbai,1
Hotel Salvation,0
House Arrest,3
House No. 13,1
House of Memories,1
Houseful,1
Housefull,1
Housefull 2,1
Housefull 3,1
Housefull 4,1
Howrah Bridge,1
Hu Tu Tu,1
Hukumat,1
Hulchul,1
Hulchul,1
Hulchul,1
Hulla,0
Hum,1
Hum Aapke Dil Mein Rehte Hain,1
Hum Aapke Hain Koun...!,1
Hum Bhi Insaan Hain,1
Hum Chaar,1
Hum Dil De Chuke Sanam,1
Hum Dono,1
Hum Dono,1
Hum Dono,1
Hum Ek Hain,1
Hum Hai Teen Khurafaati,3
Hum Hain Bemisaal,1
Hum Hain Kamaal Ke,1
Hum Hain Rahi Pyar Ke,1
Hum Ho Gaye Aap Ke,1
Hum Kaun Hai?,1
Hum Kisi Se Kum Nahin,1
Hum Kisise Kum Naheen,1
Hum Log,1
Hum Nahin Sudhrenge,1
Hum Naujawan,1
Hum Paanch,1
Hum Pyar Tumhi Se Kar Baithe,1
Hum Saath-Saath Hain: We Stand United,1
Hum Sab Chor Hain,1
Hum Se Hai Zamana,1
Hum Se Na Takrana,1
Hum To Chale Pardes,1
Hum To Mohabbat Karega,1
Hum Tum,1
Hum Tum Aur Ghost,1
Hum Tum Aur Mom: Mother Never Misguides,1
Hum Tum Aur Woh,1
Hum Tum Dushman Dushman,1
Hum Tum Pe Marte Hain,1
Hum Tum Shabana,1
Hum Tumhare Hain Sanam,1
Humayun,1
Hume Tumse Pyaar Kitna,1
Humein Tumse Pyar Ho Gaya Chupke Chupke,1
Humkadam,1
Humko Deewana Kar Gaye,1
Humko Tumse Pyaar Hai,1
Humne Jeena Seekh Liya,1
Humpty Sharma Ki Dulhania,1
Humraaz,1
Humse Na Jeeta Koi,3
Humshakal,1
Humshakals,1
Hungama,1
Hunterrr,1
Husband Material,1
Hyderabad Blues,1
Hyderabad Nawabs,3
Hyderabad Nawabs 2,3
I - Proud to be an Indian,1
I Am,1
I Am 24,1
"I Am Alone, So Are You...",1
I Am Kalam,1
I Am Mr Mother,1
I Am Not Blind,1
I Am Offended,1
I Am Roshni,2
I Did Not Kill Gandhi,1
I Don't Luv U,1
I Hate Luv Storys,1
I Know You,1
I Love NY,1
I See You,1
"I, Me aur Main",1
I.D.,1
Idam Jagath,1
Identity Card,1
Idiot Box,0
III Smoking Barrels,1
Ikke Pe Ikka,1
Ilaaka,1
Ilzaam,1
Ilzam,2
I'm in Love,1
Imaan,1
Imaandaar,1
Immaan Dharam,1
Imtihaan,1
Imtihan,1
In Custody,0
In the Name of Tai,1
In the Shadows,1
In Your Name,1
Indian,1
India's Daughter,1
India's Daughter,1
India's Most Wanted,1
Indira,1
Indoo Ki Jawani,0
Indrani,1
Indrasabha,1
Indrudu Chandrudu,0
Indu Sarkar,1
Inkaar,1
Inkaar,1
Inquilaab,1
Inquilab,1
Insaaf,1
Insaaf Apne Lahoo Se,1
