Name,Cluster
Insaaf Ki Awaaz,1
Insaaf: The Final Justice,1
Insaaf: The Justice,1
Insaan,1
Insaan Jaag Utha,1
Insaaniyat,1
Insaf Ka Tarazu,1
Insan,1
Insaniyat,1
Insaniyat,1
Insaniyat Ke Dushman,1
"Inshallah, Kashmir",1
Inspector Balram,1
Inspector Dhanush,1
Inspector Gullu,1
Intaquam,1
Inteha,1
Inteha Pyar Ki,1
Inteqam,1
Inteqam: The Perfect Game,1
International Crook,1
International Khiladi,1
Intezar,1
Iqbal,1
Iqraar: By Chance,1
Irada,1
Is Raat Ki Subah Nahin,1
Is She Raju?,3
Ishaara,1
Ishaara,1
Ishaqzaade,1
Ishk Actually,1
Ishk Ishk Ishk,1
Ishkq in Paris,1
Ishq,1
Ishq Forever,1
Ishq Hai Tumse,1
Ishq Ka Manjan,0
Ishq Ke Parindey,1
Ishq Mein Jeena Ishq Mein Marna,1
Ishq Tera,1
Ishq Vishk,1
Ishqedarriyaan,1
Ishqeria,1
Ishqiya,1
Isi Ka Naam Zindagi,1
Isi Life Mein...!,1
ISIS,1
ISIS: Enemies of Humanity,1
Iski Topi Uske Sarr,1
Island City,1
Issaq,1
Issi Ka Naam Dunia Hai,1
It Happens That Way Too: Part II,1
Iti Mrinalini: An Unfinished Letter...,1
Itihaas,1
Itihaas,1
Itni Si Baat,1
It's Entertainment,1
It's Rocking: Dard-E-Disco,3
Ittefaq,1
Ittefaq,1
Ittefaq,1
Izzat,1
Izzat,1
Izzatdaar,1
J.D.,1
Jaadugar,1
Jaago,1
Jaagruti,1
Jaal,1
Jaal,1
Jaal Saaz,1
Jaal: The Trap,1
Jaali Note,1
Jaan,1
Jaan Hatheli Pe,1
Jaan Hazir Hai,1
Jaan Ki Baazi,1
Jaan Lada Denge,1
Jaan Se Pyaara,1
Jaan Tere Naam,1
Jaanam,1
Jaanam Samjha Karo,1
Jaane Bhi Do Yaaro,1
Jaane Hoga Kya,1
Jaane Jigar,1
Jaane Kahan Se Aayi Hai,1
Jaane Kyun De Yaaron,1
Jaane Tu,1
Jaane-Anjaane,1
Jaaneman,1
Jaan-E-Mann: Let's Fall in Love... Again,1
Jaani Dost,1
Jaani Dushman,1
Jaani Dushman: Ek Anokhi Kahani,1
Jaanisaar,1
Jaanwar,1
Jaanwar Aur Insaan,1
Jaaydaad,1
Jab Harry Met Sejal,1
Jab Jab Phool Khile,1
Jab Pyar Kisise Hota Hai,1
Jab Se Tumhe Dekha Hai,1
Jab Tak Hai Jaan,1
Jab Tum Kaho,1
Jab We Met,1
Jab Yaad Kisi Ki Aati Hai,1
Jabariya Jodi,1
Jack & Dil,1
Jackpot,1
Jacqueline I Am Coming,1
Jadu Tona,1
Jaganmohini,1
Jagga Jasoos,1
Jagir,1
Jagira,1
Jagriti,1
Jahan Jaaeyega Hamen Paaeyega,1
Jahan Pyar Miley,1
Jahan Tum Le Chalo,1
Jai Chhathi Maa,1
Jai Gangaajal,1
Jai Ho,1
Jai Ho! Democracy,1
Jai Jagannath,1
Jai Jawaan Jai Kisaan,1
Jai Kishen,1
Jai Mahakali,1
Jai Mummy Di,1
Jai Santoshi Maa,1
Jai Shiv Shankar,1
Jai Veeru: Friends Forever,1
Jai Vikraanta,1
Jail,1
Jaise Ko Taisa,1
Jaisi Karni Waisi Bharni,0
Jai-Vijay,1
Jajantaram Mamantaram,1
Jal,1
Jal Mahal,1
Jalebi,1
Jallaad,1
Jallian Wala Bagh,1
Jalpari: The Desert Mermaid,1
Jalwa,1
Jamun,1
Jan Pahchan,1
Janam Kundli,1
Janam Se Pehle,1
Janani,1
Janasheen,1
Janbaaz,1
Jangal Mein Mangal,1
Jango,1
Janleva 555,1
Janmabhoomi,1
Jannat 2,1
Jannat E Milan,1
Jannat: In Search of Heaven...,1
Janta Hawaldar,1
Janwar,1
Jappanil Kalyanaraman,1
Jashnn: The Music Within,1
Jattu Engineer,3
Jawaani,1
Jawaani Jaaneman,0
Jawab,1
Jawab,1
Jawab Ayega,1
Jawab Hum Denge,1
Jawani Diwani: A Youthful Joyride,1
Jawani Ke Gunah,1
Jawani Ki Hawa,1
Jawani Zindabad,1
Jayantabhai Ki Luv Story,1
Jazbaa,1
Jazbaat,1
Jeena Hai Toh Thok Daal,1
Jeena Isi Ka Naam Hai,1
Jeena Marna Tere Sang,1
Jeena Sirf Merre Liye,1
Jeena Teri Gali Mein,1
Jeena Yahan,1
Jeene Do,1
Jeene Ki Arzoo,1
Jeene Ki Raah,1
Jeene Nahi Doonga,1
Jeet,1
Jeet Hamaari,1
Jeeva,1
Jeevan Daata,1
Jeevan Dhaara,1
Jeevan Ek Sanghursh,1
Jeevan Jyoti,1
Jeevan Mrityu,1
Jeevan Naya,1
Jeevan Yudh,1
Jewel Thief,1
Jhakaas!,0
Jhalki,1
Jhanak Jhanak Payal Baaje,1
Jhankaar Beats,1
Jhansi Ki Rani,1
Jhansi Ki Rani Laxmibai,1
Jheel Ke Us Paar,1
Jhol,0
Jhoola,1
Jhoola,1
Jhoom Barabar Jhoom,1
Jhooth Bole Kauwa Kaate,1
Jhootha Hi Sahi,1
Jhootha Kahin Ka,3
Jhoothi,3
Jhoothi Shaan,1
Jhumroo,1
Ji Chahta Hai,1
Jia aur Jia,1
Jiban Maran,1
Jigariyaa,1
Jigarwala,1
Jigri Dost,1
Jigyaasa,1
Jihad,1
Jis Desh Mein Ganga Rehta Hain,1
Jis Desh Men Ganga Behti Hai,1
Jism,1
Jism 2,1
Jo Bole So Nihaal,1
Jo Dooba So Paar: It's Love in Bihar!,1
Jo Jeeta Wohi Sikandar,1
Jodhaa Akbar,1
Jodi,1
Jodi Breakers,1
Jodi No. 1,1
Jogan,1
Joggers' Park,1
Jogi the King,1
Johar in Bombay,1
Johar in Kashmir,1
Johar Mehmood in Hong Kong,3
Johar-Mehmood in Goa,1
John Day,1
Johnny,1
Johnny Gaddaar,1
Johnny-Walker,1
Johny I Love You,1
Johny Mera Naam,1
Joker,1
Jolly LLB,0
Jolly LLB 2,0
Joru Ka Ghulam,1
Josef - Born in Grace,1
Josh,1
Joshila,1
Joshilaay,1
Journey Bombay to Goa: Laughter Unlimited,1
Joy: The Real Love Story,1
Juaari,1
Juari,1
Judaai,1
Judaai,1
Judge Mujrim,1
Judgementall Hai Kya,1
Judwaa,1
Judwaa 2,1
Jugni,1
Jugnu,1
Julie,1
Julie,1
Julie 2,1
Junction Varanasi,1
June,1
Jung,1
Jung,1
Jung Baaz,1
Jungle,1
Jungle Love Story,1
Junglee,1
Junglee,1
Junko,1
Junoon,1
Junoon,1
Junooniyat,1
Jurm,1
Jurm,1
Jurmana,1
Jurmana,1
Jurrat,1
Just Like That,1
Just Married: Marriage Was Only the Beginning!,1
Justice Chaudhury,1
Jwalamukhi,1
Jwalamukhi,1
Jwar Bhata,1
Jwlwi - The Seed,1
Jyoti,1
Jyoti Bane Jwala,1
Kaabil,1
Kaaboo,1
Kaadan,1
Kaadhal Parisu,1
Kaafiron Ki Namaaz,1
Kaagaz,1
Kaagaz Ke Fools,3
Kaagaz Ke Phool,1
Kaagaz Ki Kashti,1
Kaajal,1
Kaal,1
Kaala,1
Kaala Patthar,1
Kaala Samrajya,1
Kaala Sona,1
Kaalakaandi,1
Kaali Khuhi,1
Kaali Ki Saugandh,1
Kaalia,1
Kaalo,1
Kaam Jwala: The Fire,1
Kaam Shastra,1
Kaamaagni,1
Kaamchor,1
Kaanchi,1
Kaanchli Life in a Slough,1
Kaanoon Ki Awaaz,1
Kaante,1
Kaaranama,1
Kaash,1
Kaash,1
Kaash... Hamara Dil Pagal Na Hota,3
Kaashi in Search of Ganga,1
Kab? Kyoon? Aur Kahan?,1
Kabaad- The Coin,1
Kabali,1
Kabhi Alvida Naa Kehna,1
Kabhi Haan Kabhi Naa,1
Kabhi Khushi Kabhie Gham...,1
Kabhi Na Kabhi,1
Kabhi Paas Kabhi Fail,1
Kabhie Kabhie,1
Kabir Singh,1
Kabli Khan,1
Kabrastan,1
Kabrastan,1
Kabul Express,1
Kabuliwala,1
Kabzaa,1
Kaccha Limboo,1
Kachche Dhaage,1
Kachchi Sadak,1
Kadakh,1
Kadal Meengal,1
Kadamban,1
Kadhal Desam,1
Kadhal Mannan,1
Kadke Kamal Ke,3
Kadvi Hawa,1
Kafan,1
Kagaar: Life on the Edge,1
Kahaani,1
Kahaani 2,1
Kahaani Gudiya Ki...: True Story of a Woman,1
Kahan Hai Kanoon,1
Kahani Ek Chor Ki,1
Kahani Kismat Ki,1
Kahin Din Kahin Raat,1
Kahin Hai Mera Pyar,1
Kahin Pyaar Na Ho Jaaye,3
Kaho Naa... Pyaar Hai,1
Kai Kodukkam Kai,1
Kai Po Che,1
Kairee,1
Kaisay Kahein...,1
Kajarya,1
Kajraare,1
Kaksparsh,1
Kal Aaj Aur Kal,1
Kal Hamara Hai,1
Kal Ho Naa Ho,1
Kal Ki Awaz,1
Kal Kissne Dekha,1
Kal: Yesterday and Tomorrow,1
Kala Aadmi,1
Kala Bazaar,1
Kala Bazar,1
Kala Dhanda Goray Log,1
Kala Pani,1
Kala Pani,1
Kalabaaz,1
Kalaignan,1
Kalank,1
Kali Ghata,1
Kali Ghata,1
Kali Salwaar,1
Kali Topi Lal Rumal,1
Kalichaat,1
Kalicharan,1
Kalloori Vaasal,1
Kalpana,1
Kalsandhya,1
Kalyug,1
Kalyug,1
Kama Sundari,1
Kamaal Dhamaal Malamaal,0
Kamasutra 3D,1
Kambakkht Ishq,1
Kaminey,1
Kamla,1
Kamla Ki Maut,1
Kamsin: The Untouched,1
Kan Kan Men Bhagwan,1
Kanave Kalaiyadhe,1
Kandy Twist,1
Kaneez,1
Kangan,1
Kangan,1
Kanhaiya,1
Kanmani,1
Kannan Varuvaan,1
Kanoon,1
Kanoon,1
Kanoon Apna Apna,1
Kanpuriye,1
Kanwarlal,1
Kanyadaan,1
Kanyadaan,1
Kaphal: Wild Berries,1
Kapoor & Sons,1
Karam,1
Karamati Coat,1
Karan,1
Karan Arjun,1
Karar: The Deal,1
Karate,1
Kareeb,1
Karim Mohammed,1
Karishma Kudrat Kaa,1
Karishmaa,1
Karle Pyaar Karle,1
Karm,1
Karma,1
"Karma, Confessions and Holi",1
Karma: Crime. Passion. Reincarnation,1
Karmyudh,1
Karobaar: The Business of Love,1
Kartavya,1
Karthik Calling Karthik,1
Kartoos,1
Kartooz,1
Karunamayudu,1
Karwaan,1
Karz,1
Karz: The Burden of Truth,1
Karzzzz,1
Kasaai,1
Kasak,1
Kasak,1
Kasam,1
Kasam Paida Karne Wale Ki,1
Kasam Teri Kasam,1
Kasauti,1
Kasba,1
Kashmakash,1
Kashmir Daily,1
Kashmir Ki Kali,1
Kasoor,1
Kath Putli,1
Katha,0
Kathor,1
Kathputli,1
Kati Patang,1
Katilon Ke Kaatil,1
Katiyabaaz,1
Katputtli,1
Katti Batti,1
Kaun Hai Jo Sapno Mein Aaya,1
Kaun Jeeta Kaun Haara,0
Kaun Kare Kurbanie,1
Kaun Kitney Paani Mein,1
Kaun Rokega Mujhe,1
Kaun Sachcha Kaun Jhootha,1
Kaun?,1
Kaun? Kaisey?,1
Kavi Kalidas,1
Kaya Palat,1
Kayda Kanoon,1
Kedarnath,1
Keemat,1
Keemat: They Are Back,1
Kehta Hai Yeh Dil,0
Kehtaa Hai Dil Baar Baar,1
Kerry on Kutton,1
Kesari,1
Kevi Rite Jaish,1
Khaali Peeli,1
Khaan Dost,1
Khabardar,1
Khajoor Pe Atke,3
Khakee,1
Khal Nayak,1
Khalifa,1
Khallas: The Beginning of End,1
Khal-Naaikaa,1
Khalnayak,1
Khamiyaza: Journey of a Common Man,1
Khamosh,1
Khamosh Adalat Jaari Hai,1
Khamoshh... Khauff Ki Raat,1
Khamoshi,1
Khamoshi,1
Khamoshi: The Musical,1
Khamoshiyan,1
Khan kluay,1
Khandaan,1
Khandaan,1
Khandaani Shafakhana,0
Khandan,1
Khandhar,1
Khanjar,1
Khanna & Iyer,3
Khap,1
Khatarnaak,1
Khatron Ke Khiladi,1
Khatta Meetha,0
Khatta Meetha,1
Khauff,1
Khayal Gatha,1
Khazanchi,1
Khazanchi,1
Khejdi,1
Khel,1
Khel,1
Khel Khel Mein,1
Khel Khilari Ka,1
Khel Toh Ab Shuru Hoga,1
Khela,0
Khelein Hum Jee Jaan Sey,1
Khichdi: The Movie,1
Khiladi,1
Khiladi 420,1
Khiladi 786,1
Khiladiyon Ka Khiladi,1
Khilari,4
Khilona,1
Khoj,1
Khoj,1
Khokababu,1
Khoobsurat,1
Khoobsurat,1
Khoon Aur Paani,1
Khoon Bhari Maang,1
Khoon Ka Karz,1
Khoon Ka Rishta,1
Khoon Ki Keemat,1
Khoon Ki Pyasi,1
Khoon Pasina,1
Khooni Ilaaka: The Prohibited Area,1
Khooni Murdaa,1
Khooni Panja,1
Khopdi: The Skull,1
Khosla Ka Ghosla!,1
Khota Paisa,1
Khote Sikkay,1
Khoya,1
Khoya Khoya Chand,1
Khubsoorat,1
Khuda Gawah,1
Khuda Haafiz,1
Khuda Hafiz,1
Khuda Kasam,1
Khud-Daar,1
Khuddar,1
Khudgarz,1
Khufia Mahal,1
Khule-Aam,1
Khullam Khulla Pyaar Karen,3
Khushboo,1
Khushi,1
Khwaab,1
Khwaabb,1
Khwab,1
Khwab Sare Jhootey,1
Khwahish,1
Ki & Ka,1
Kick,1
Kidnap,1
Kill Dil,1
Killer,1
Kinara,1
Kinare Kinare,1
King Kong,1
King Uncle,1
Kirayadar,0
Kirket,1
Kis Kis Ki Kismat,1
Kis Kisko Pyaar Karoon,1
Kis Kiss Ka Kissa,1
Kisaan,1
Kisan Aur Bhagwan,1
Kisan Kanya,1
Kishen Kanhaiya,1
Kismat,1
Kismat,1
Kismat Konnection,1
Kismet,1
Kismet Ka Khel,1
Kismet Love Paisa Dilli,1
Kismetwala,1
Kisna: The Warrior Poet,1
Kiss Kis Ko,1
Kissaa Kursee Kaa,1
Kisse Pyaar Karoon?,1
Kissebaaz,1
Kissi Se Na Kehna,1
Kitaab,1
Kites,1
Kitne Door... Kitne Paas,1
Knock Out,1
Kohinoor,1
Kohra,1
Kohraa,1
Kohraam,1
Kohram,1
Koi Aap Sa: But Lovers Have to Be Friends,1
Koi Hai,1
Koi Jaane Na,1
Koi Jeeta Koi Haara,1
Koi Mere Dil Mein Hai,1
Koi Mere Dil Se Poochhe,1
Koi... Mil Gaya,1
Kondaveeti Raja,1
Kondura (The Sage from the Sea),1
Kora Kagaz,1
Kosa,1
Koshish,1
Kottai Mariamman,1
Kottayam,1
Koyelaanchal,1
Koyla,1
Kranti,1
Kranti,1
Krantikari,1
Krantiveer,1
Krantiveer: The Revolution,1
Krazzy 4,1
Krina,1
Krish Trish and Baltiboy: Face Your Fears,1
Krishan Avtaar,1
Krishna,1
Krishna Arjun,1
Krishna Aur Kans,1
Krishna Cottage,1
Kriya,1
Kroadh,1
Krodh,1
Krodhi,1
Krrish,1
Krrish 3,1
Kshatriya,1
Kshay,1
Kucch Luv Jaisaa,1
Kucch To Hai,1
Kuch Der Aur,1
Kuch Khatta Kuch Meetha,3
Kuch Khatti Kuch Meethi,1
Kuch Kuch Hota Hai,1
Kuch Kuch Locha Hai,0
Kuch Naa Kaho,1
Kuch Pal Pyar Ke,1
Kuch Tum Kaho Kuch Hum Kahein,1
Kuchh Bheege Alfaaz,1
Kuchh Meetha Ho Jaye,1
Kudiyon Ka Hai Zamaana,3
Kudrat,1
Kudrat,1
Kudrat Ka Kanoon,1
Kuk Doo Koo,3
Kuku Mathur Ki Jhand Ho Gayi,1
Kuldip Patwal: I Didn't Do It!,1
Kundan,1
Kundan,1
Kunwara,1
Kunwara Baap,0
Kunwara Paying Guest,1
Kurbaan,1
Kurbaan,1
Kurukshetra,1
Kuselan,1
Kushti,3
Kutte Ki Dum,3
Kya Dilli Kya Lahore,1
Kya Kehna,1
Kya Love Story Hai,1
Kya Yahi Sach Hai,1
Kya Yehi Pyaar Hai,1
Kyaa Kool Hai Hum,1
Kyaa Kool Hain Hum 3,3
Kyaa Super Kool Hain Hum,3
Kyo Kii... Main Jhuth Nahin Bolta,1
Kyon Ki...,1
Kyun! Ho Gaya Na...,1
Laadla,1
Laadli Laila,3
Laaga Chunari Mein Daag: Journey of a Woman,2
Laal Kaptaan,1
Laal Rang,1
Laali Ki Shaadi Mein Laaddoo Deewana,1
Laat Saab,1
Laawaris,1
Laawaris,1
Lab Kush,1
Ladies First,1
Ladies Tailor,3
Ladies Tailor,3
Ladies vs. Ricky Bahl,1
Ladki,3
Lafange,1
Lafangey Parindey,1
Lagaan: Once Upon a Time in India,0
Lage Raho Munna Bhai,1
Lagna Pahave Karun,1
Lagori,1
Lahoo Ke Do Rang,1
Lahore,1
Lahore Confidential,1
Lahu Ke Do Rang,1
Laila,1
Laila Majnu,1
Laila Majnu,1
Lajja,1
Lajwanti,1
Lajwanti,1
Lakeer - Forbidden Lines,1
Lakeer Ka Fakeer,1
Lakhon Ki Baat,1
Lakhon Me Ek,0
Lakshmanrekha,1
Lakshmi,1
Lakshmi,1
Lakshya,1
Lal Baadshah,1
Lal Bangla,1
Lal Kothi,1
Lal Patthar,1
Lal Quila,1
Lal Salaam,1
Lala Hardaul,1
Lambu Dada,1
Lamhaa: The Untold Story of Kashmir,1
Lamhe,1
Land of the Gods,1
Lanka,1
Lashkar,1
Lashtam Pashtam,1
Last Chance: The Moment I Finally Embraced the Futility of Existence,0
Lateef,1
Lateef to laden,3
Latt Saheb,1
Lav Kush,1
Lava Kusa: The Warrior Twins,1
Lavanya Preeti,1
Laxmii,1
Le Gaya Saddam,3
Le Halua Le,1
Leader,1
Leatherface,1
Leaving Home: The Life and Music of Indian Ocean,1
Lekar Hum Deewana Dil,1
Lekin...,1
Lens,1
Let's Be Friends!,1
Let's Bring Our Heroes Home,1
Let's Dance,1
Let's Enjoy,3
Let's Talk About 'It',1
Liar's Dice,1
Libaas,1
LIE,1
Life Express,1
Life in a Metro,1
Life Is Beautiful,1
Life Ki Aisi Ki Taisi,3
Life Ki Toh Lag Gayi,1
Life Mein Kabhie Kabhiee,1
Life Mein Time Nahi Hai Kisi Ko,0
Life of an Outcast,1
Life of Pi,0
Life's for Living: Aadmi,1
Life's Good,1
Lihaaf: The Quilt,1
Like Stars on Earth,1
Lingaa,1
Lion,1
Lipstick Under My Burkha,0
Listen... Amaya,1
Little Baby,1
Little John,1
Little Singham: Kaal Ka Badla,1
Little Terrors,1
Loafer,1
Loafer,1
LOC: Kargil,1
Loev,1
Login,1
Loha,1
Loha,1
Lohardaga,1
Loins of Punjab Presents,1
London,1
London Calling,1
London Confidental,1
London Dreams,1
London Paris New York,1
Long Dark Road,1
Long Live Brij Mohan,1
Loot,1
Lootcase,1
Lootera,1
Lootere,1
Lorni - The Flaneur,1
Love,1
Love 86,1
Love Aaj Kal,1
Love Aaj Kal,1
Love Alive,1
Love and Shukla,1
Love at Times Square,1
Love Birds,1
Love Breakups Zindagi,1
Love Exchange,1
Love Express,0
Love Game,1
Love Games,1
Love in India,1
Love in Japan,1
Love in Nepal,1
Love in Tokyo,1
Love Ke Chakkar Mein,3
Love Ke Funday,3
Love Ke Liye Kuch Bhi Karega,1
Love Khichdi,1
Love Love Love,1
Love Marriage,1
Love Per Square Foot,1
Love Qubool Hai,1
Love Shagun,1
Love Sonia,1
Love Sorries,1
Love Story,1
Love Story 2050,1
Love Trainning,3
Love U... Mr. Kalakaar!,1
Love Will Take Over,1
Love You to Death,1
Lovefucked,1
LoveShhuda,1
"Lovesongs: Yesterday, Today & Tomorrow",1
"LSD: Love, Sex Aur Dhokha",1
Lucifer,1
Luck,1
Luck by Chance,1
Luckhnowi Ishq,1
Lucknow Central,1
Lucky Kabootar,3
Lucky: No Time for Love,1
Ludo,1
Luka Chuppi,1
Lupt,1
Lust Stories,1
Luv Ka the End,0
Luv Shuv Pyar Vyar,1
Luv Shuv Tey Chicken Khurana,3
Luv U Alia,1
Luv U Soniyo,1
LuvUTurn,1
M Cream,1
M.... Matric Pass,1
M.A.D: Mad About Dance,1
M.S. Dhoni: The Untold Story,1
Ma Beta,1
Maa,1
Maa,1
Maa,1
Maa Aur Mamta,1
Maa Baap,1
Maa Beti,1
Maa Kasam,1
Maa Kasam,1
Maa Tujhhe Salaam,1
Maachis,1
Maain Bhi Ladki Hun,1
Maal Road Dilli,3
Maan Abhiman,1
Maan Gaye Mughall-E-Azam,1
Maan Maryada,1
Maanthrikam,1
Maassab (The Teacher),1
Maati Maangey Khoon,1
Maatr,1
Maazii,1
Machaan,1
Machhli Jal Ki Rani Hai,1
Machine,1
Madaari,1
Madam Chief Minister,1
Madam X,1
Madari,1
Made in China,0
Madholal Keep Walking,0
Madhosh,1
Madhoshi,1
Madhubaala,1
Madhumati,1
Madly,1
Madly Bangali,1
Madmast Barkhaa,1
Madras Cafe,1
Madurey,1
Mafia,1
Magroor,1
Maha Shaktimaan,1
Mahaadev,1
Mahaan,1
Mahabali Hanuman,1
Mahabharat,1
Mahabharat,1
Mahabharat Aur Barbareek,1
Mahaguru,1
Mahal,1
Mahal,1
Mahananda,1
Maharaja,1
Maharana Pratap: The First Freedom Fighter,1
Maharathi,1
Maha-Sangram,1
Mahayoddha Rama,1
Mahek,1
Mahesh Dattani's Hasmukh Saab ki Wasihat,1
Mahua,1
Mai,1
Mai Baap,0
Maidan-E-Jung,1
Main Aisa Hi Hoon,1
Main Aur Charles,1
Main Aur Mera Hathi,1
Main Aur Mr. Riight,1
Main Awara Hoon,1
Main Azaad Hoon,1
Main Balwaan,1
Main Chup Rahungi,1
Main Hoon Na,1
Main Hoon Rajinikanth,3
Main Khiladi Tu Anari,1
Main Krishna Hoon,1
Main Mulayam Singh Yadav,1
Main Prem Ki Diwani Hoon,1
Main Solah Baras Ki,1
Main Sunder Hoon,1
Main Tera Hero,1
Main Tere Pyaar Mein Pagal,3
Main Tulsi Tere Aangan Ki,1
Main Tumhare Bachche ki Maa Banne Waali Hoon,1
Main Zaroor Aaunga,1
Main Zinda Hoon,1
"Main, Meri Patni... Aur Woh!",1
Maine Dil Tujhko Diya,1
Maine Pyaar Kyun Kiya,1
Majaal,1
Majaz: Ae Gham-e-Dil Kya Karun,1
Majboor Ladki,1
Majhli Didi,1
Majjma,1
Major Saab,1
Majunu,1
Malaal,1
Malamaal Weekly,3
Malang,1
Malik Ek,1
Mammo,1
Mamta,1
Man Ka Meet,1
Man Mandir,1
Manasarovar,1
Manavata,1
Manchala,1
Manchali,1
Mandi,0
Mangal Pandey,1
Mangal Pandey: The Rising,1
Mangalashtak Once More,1
Mangalsutra,1
Manikanda,1
Manikarnika: The Queen of Jhansi,1
Manjhi: The Mountain Man,1
Manjunath,1
Manmatha Leelai,1
Man-Mauji,1
Manokaamnaa,1
Manorama: Six Feet Under,1
Manoranjan,1
Manto,1
Mantostaan,1
Manzil,1
Manzil,1
Manzilein Aur Bhi Hain,1
Maqbool,1
Maqsad,1
Mard,1
Mard,1
Mard Ko Dard Nahin Hota,1
Mardaani,1
Mardaani 2,1
Margarita with a Straw,1
Marigold,1
Marine Drive,1
Marjaavaan,1
Market,1
Marne Bhi Do Yaaron,3
Maroon,1
Marshal,1
Marte Dam Tak,1
Marudhar Express,1
Mary Kom,1
Maryada,1
Masaan,1
Masala Chai,1
Masala Republic,1
Maseeha,1
Mashaal,1
Mashaal,1
Mashooka,1
Maska,1
Maska,1
Masoom,1
Masoom,1
Massey Sahib,1
Mast,1
Mast Kalandar,1
Mastana,1
Master,1
Masterji,1
Masti,1
Masti Express,1
MASTI NAHI SASTI,3
Mastizaade,3
Mastram,1
Mati Manas,1
Matru ki Bijlee ka Mandola,0
Matrubhoomi: A Nation Without Women,1
Mausam,1
Mausam,1
Mausam Ikrar Ke Do Pal Pyar Ke,1
Maut,1
Maut Ke Peeche Maut,1
Mawaali,1
Mawali No.1,1
Maximum,1
Maya,1
Maya,1
Maya Bazaar,1
Maya Darpan,1
Mayurpankh,1
Mazaa Mazaa,1
Mazaaq,3
Mazdoor,1
Mazdoor,1
Mazdoor Zindabaad,1
Me and Mrs. Khanna,1
Medal,1
Mee Raqsam,1
Mee Sindhutai Sapkal,1
Meenakshi,1
Meendum Kokila,1
Meera,1
Meera Ka Mohan,1
Meeruthiya Gangsters,1
Meet Mere Man Ke,1
Megalopolis,1
Meharbaani,1
Mehboob Ki Mehndi,1
Mehbooba,1
Mehbooba,1
Mehndi,1
Mehndi Lagi Mere Haath,1
Mehrban,1
Mehsampur,1
Mela,1
Mela,1
Mela,1
Melody,1
Mem Sahib,1
Mem-Didi,0
Memories,1
Memories in March,1
Memsaab,1
Men Not Allowed,1
Mera Damad,0
Mera Desh Mera Dharam,1
Mera Dil Tere Liye,1
Mera Gaon Mera Desh,1
Mera Haque,1
Mera Naam Johar,0
Mera Naam Joker,0
Mera Naseeb,1
Mera Pati Sirf Mera Hai,1
Mera Rakshak,1
Mera Ramrajya Nai Kranti,1
Mera Saathi,1
Mera Saaya,1
Mera Shikar,1
Meraa Dost Meraa Dushman,1
Meraa Ghar Mere Bachche,1
Mere Aagosh Mein,1
Mere Apne,1
Mere Baad,1
Mere Baap Pehle Aap,1
Mere Bhaiya,1
Mere Brother Ki Dulhan,1
Mere Dad Ki Maruti,1
Mere Do Anmol Ratan,1
